date,cases,deaths,week
2021-02-04,27.0,0.0,2021-02-01
2021-02-05,20.0,0.0,2021-02-01
2021-02-06,22.0,4.0,2021-02-01
2021-02-07,23.0,2.0,2021-02-01
2021-02-08,14.0,7.0,2021-02-08
2021-02-09,27.0,2.0,2021-02-08
2021-02-10,50.0,0.0,2021-02-08
2021-02-11,36.0,1.0,2021-02-08
2021-02-12,19.0,9.0,2021-02-08
2021-02-13,9.0,0.0,2021-02-08
2021-02-14,34.0,0.0,2021-02-08
2021-02-15,5.0,0.0,2021-02-15
2021-02-16,9.0,2.0,2021-02-15
2021-02-17,15.0,0.0,2021-02-15
2021-02-18,7.0,1.0,2021-02-15
2021-02-19,35.0,2.0,2021-02-15
2021-02-20,19.0,2.0,2021-02-15
2021-02-21,21.0,0.0,2021-02-15
2021-02-22,7.0,0.0,2021-02-22
2021-02-23,13.0,0.0,2021-02-22
2021-02-24,27.0,0.0,2021-02-22
2021-02-25,17.0,0.0,2021-02-22
2021-02-26,5.0,0.0,2021-02-22
2021-02-27,7.0,0.0,2021-02-22
2021-02-28,1.0,0.0,2021-02-22
2021-03-01,5.0,0.0,2021-03-01
2021-03-02,10.0,0.0,2021-03-01
2021-03-03,14.0,0.0,2021-03-01
2021-03-04,11.0,0.0,2021-03-01
2021-03-05,11.0,0.0,2021-03-01
2021-03-06,6.0,0.0,2021-03-01
2021-03-07,3.0,0.0,2021-03-01
2021-03-08,1.0,0.0,2021-03-08
2021-03-09,6.0,0.0,2021-03-08
2021-03-10,15.0,0.0,2021-03-08
2021-03-11,5.0,0.0,2021-03-08
2021-03-12,6.0,0.0,2021-03-08
2021-03-13,11.0,0.0,2021-03-08
2021-03-14,5.0,0.0,2021-03-08
2021-03-15,4.0,1.0,2021-03-15
2021-03-16,4.0,0.0,2021-03-15
2021-03-17,10.0,0.0,2021-03-15
2021-03-18,9.0,7.0,2021-03-15
2021-03-19,3.0,3.0,2021-03-15
2021-03-20,5.0,0.0,2021-03-15
2021-03-21,4.0,0.0,2021-03-15
2021-03-22,3.0,1.0,2021-03-22
2021-03-23,18.0,0.0,2021-03-22
2021-03-24,6.0,0.0,2021-03-22
2021-03-25,3.0,1.0,2021-03-22
2021-03-26,12.0,0.0,2021-03-22
2021-03-27,0.0,0.0,2021-03-22
2021-03-28,8.0,0.0,2021-03-22
2021-03-29,4.0,0.0,2021-03-29
2021-03-30,5.0,0.0,2021-03-29
2021-03-31,5.0,1.0,2021-03-29
2021-04-01,13.0,0.0,2021-03-29
2021-04-02,11.0,0.0,2021-03-29
2021-04-03,0.0,1.0,2021-03-29
2021-04-04,0.0,0.0,2021-03-29
2021-04-05,5.0,0.0,2021-04-05
2021-04-06,4.0,0.0,2021-04-05
2021-04-07,13.0,0.0,2021-04-05
2021-04-08,5.0,0.0,2021-04-05
2021-04-09,10.0,0.0,2021-04-05
2021-04-10,4.0,0.0,2021-04-05
2021-04-11,4.0,2.0,2021-04-05
